PVI,normalized_breakthrough,domain
1.6312809619238477,0.0,Polymer front
1.6352887775551104,0.0,Polymer front
1.6392965931863728,0.0,Polymer front
1.6433044088176354,0.0,Polymer front
1.647312224448898,0.0,Polymer front
1.6513200400801604,0.0,Polymer front
1.655327855711423,0.0,Polymer front
1.6593356713426854,0.0,Polymer front
1.663343486973948,0.0,Polymer front
1.6673513026052105,0.0,Polymer front
1.671359118236473,0.0,Polymer front
1.6753669338677355,0.0,Polymer front
1.6793747494989981,0.0,Polymer front
1.6833825651302607,0.0,Polymer front
1.6873903807615231,0.0,Polymer front
1.6913981963927858,0.0,Polymer front
1.6954060120240482,0.0,Polymer front
1.6994138276553108,0.0,Polymer front
1.7034216432865732,0.0,Polymer front
1.7074294589178358,0.0,Polymer front
1.7114372745490984,0.0,Polymer front
1.7154450901803608,0.0,Polymer front
1.7194529058116235,0.0,Polymer front
1.7234607214428859,0.0,Polymer front
1.7274685370741485,0.0,Polymer front
1.731476352705411,0.0,Polymer front
1.7354841683366735,0.0,Polymer front
1.739491983967936,0.0,Polymer front
1.7434997995991985,0.0,Polymer front
1.7475076152304612,0.0,Polymer front
1.7515154308617236,0.0,Polymer front
1.7555232464929862,0.0,Polymer front
1.7595310621242486,0.0,Polymer front
1.7635388777555112,0.0,Polymer front
1.7675466933867736,0.0,Polymer front
1.7715545090180362,0.0,Polymer front
1.7755623246492986,0.0,Polymer front
1.7795701402805613,0.0,Polymer front
1.7835779559118239,0.0,Polymer front
1.7875857715430863,0.0,Polymer front
1.791593587174349,0.0,Polymer front
1.7956014028056113,0.0,Polymer front
1.799609218436874,0.0,Polymer front
1.8036170340681363,0.0,Polymer front
1.807624849699399,0.0,Polymer front
1.8116326653306614,0.0,Polymer front
1.815640480961924,0.0,Polymer front
