Sw,fw,dfw_dSw,case
0.3204,0.11154307241755551,1.937843315667351,waterflood
0.32080000000000003,0.11231950542176468,1.944315686238724,waterflood
0.32120000000000004,0.11309852496654653,1.9507759515007876,waterflood
0.3216,0.11388012618296524,1.9572239774799982,waterflood
0.322,0.11466430414853047,1.9636596303795386,waterflood
0.3224,0.1154510538872689,1.9700827765861106,waterflood
0.32280000000000003,0.11624037036979942,1.9764932826765857,waterflood
0.32320000000000004,0.11703224851341021,1.982891015424002,waterflood
0.3236,0.11782668318213856,1.9892758418046697,waterflood
0.324,0.11862366918685391,1.995647629004111,waterflood
0.3244,0.11942320128534188,2.0020062444239386,waterflood
0.32480000000000003,0.1202252741823931,2.0083515556883924,waterflood
0.32520000000000004,0.12102988252989265,2.014683430650365,waterflood
0.3256,0.12183702092691331,2.0210017373986204,waterflood
0.326,0.1226466839198115,2.027306344263792,waterflood
0.3264,0.12345886600232439,2.033597119824748,waterflood
0.3268,0.12427356161567121,2.0398739329156683,waterflood
0.32720000000000005,0.12509076514865697,2.0461366526320717,waterflood
0.3276,0.1259104709377769,2.052385148337322,waterflood
0.328,0.12673267326732676,2.0586192896691955,waterflood
0.3284,0.12755736636951231,2.064838946546473,waterflood
0.3288,0.12838454442456387,2.0710439891754504,waterflood
0.32920000000000005,0.12921420156085273,2.0772342880557346,waterflood
0.3296,0.13004633185500852,2.083409713987436,waterflood
0.33,0.13088092933204262,2.0895701380773346,waterflood
0.3304,0.13171798796547043,2.0957154317454467,waterflood
0.3308,0.1325575016774389,2.101845466731021,waterflood
0.33120000000000005,0.13339946433885533,2.107960115099445,waterflood
0.3316,0.1342438697695185,2.11405924924847,waterflood
0.332,0.13509071173825404,2.120142741914208,waterflood
0.33240000000000003,0.1359399839630499,2.1262104661782075,waterflood
0.3328,0.13679168011119652,2.1322622954735664,waterflood
0.33320000000000005,0.1376457937994288,2.138298103590671,waterflood
0.3336,0.13850231859406908,2.1443177646844163,waterflood
0.334,0.13936124801117625,2.150321153280089,waterflood
0.33440000000000003,0.1402225755166932,2.1563081442795635,waterflood
0.3348,0.14108629452659985,2.1622786129679525,waterflood
0.33520000000000005,0.14195239840706764,2.168232435019519,waterflood
0.3356,0.14282088047461552,2.1741694865043257,waterflood
0.336,0.14369173399627103,2.1800896438937514,waterflood
0.33640000000000003,0.1445649521897306,2.1859927840675937,waterflood
0.3368,0.14544052822352505,2.191878784319897,waterflood
0.33720000000000006,0.14631845521718656,2.1977475223649776,waterflood
0.3376,0.14719872624141705,2.2035988763435626,waterflood
0.338,0.14808133431826134,2.209432724829327,waterflood
0.33840000000000003,0.14896627242128058,2.2152489468348335,waterflood
0.3388,0.14985353347572913,2.221047421817275,waterflood
0.33920000000000006,0.15074311035873444,2.226828029685123,waterflood
0.3396,0.15163499589947727,2.2325906508038713,waterflood
0.34,0.15252918287937747,2.2383351660020026,waterflood
0.34040000000000004,0.15342566403227892,2.2440614565772705,waterflood
0.3408,0.15432443204463922,2.24976940430264,waterflood
0.34120000000000006,0.15522547955572108,2.2554588914316014,waterflood
0.3416,0.15612879915778455,2.2611298007052767,waterflood
0.342,0.15703438339628523,2.266782015357421,waterflood
0.34240000000000004,0.15794222477007056,2.272415419120705,waterflood
0.3428,0.1588523157315817,2.278029896232283,waterflood
0.3432,0.1597646486870563,2.2836253314397936,waterflood
0.3436,0.1606792159967336,2.2892016100075523,waterflood
0.34400000000000003,0.1615960099750624,2.294758617721527,waterflood
0.34440000000000004,0.16251502289091085,2.300296240895733,waterflood
0.3448,0.16343624696777892,2.305814366377689,waterflood
0.3452,0.16435967438401294,2.311312881553931,waterflood
0.3456,0.1652852972730221,2.3167916743562955,waterflood
0.34600000000000003,0.16621310772349804,2.322250633266833,waterflood
0.34640000000000004,0.16714309777963562,2.3276896473235524,waterflood
0.3468,0.1680752594413568,2.3331086061264728,waterflood
0.3472,0.16900958466453672,2.3385073998427117,waterflood
0.3476,0.16994606536123102,2.3438859192120844,waterflood
0.34800000000000003,0.17088469339990645,2.3492440555523046,waterflood
0.34840000000000004,0.17182546060567291,2.354581700764925,waterflood
0.3488,0.1727683587605183,2.3598987473406225,waterflood
0.3492,0.17371337960354533,2.365195088364004,waterflood
0.3496,0.17466051483120956,2.3704706175195724,waterflood
0.35,0.1756097560975609,2.37572522909673,waterflood
0.35040000000000004,0.17656109501448702,2.3809588179952357,waterflood
0.3508,0.17751452315195715,2.3861712797301777,waterflood
0.3512,0.17847003203827108,2.3913625104368634,waterflood
0.3516,0.1794276131603067,2.3965324068769007,waterflood
0.352,0.18038725796377253,2.4016808664426037,waterflood
0.35240000000000005,0.18134895785346083,2.406807787161796,waterflood
0.3528,0.18231270419350198,2.411913067703523,waterflood
0.3532,0.1832784883076236,2.4169966073827425,waterflood
0.3536,0.18424630147940824,2.422058306165127,waterflood
0.354,0.18521613495255562,2.42709806467235,waterflood
0.35440000000000005,0.18618797993114616,2.4321157841861805,waterflood
0.3548,0.18716182757990463,2.4371113666542783,waterflood
0.3552,0.18813766902446952,2.442084714694289,waterflood
0.3556,0.1891154953516601,2.447035731598646,waterflood
0.356,0.19009529760974836,2.4519643213399434,waterflood
0.35640000000000005,0.19107706680873213,2.456870388574316,waterflood
